taxon_order,category,species_code,primary_com_name,sci_name
25596,species,chclau3,Chestnut-capped Laughingthrush,Ianthocincla mitrata
25599,species,chhlau1,Chestnut-hooded Laughingthrush,Ianthocincla treacheri
25603,species,whblau1,White-browed Laughingthrush,Ianthocincla sannio
25608,species,chibab2,Chinese Babax,Ianthocincla lanceolata
25612,species,chibub1,Mount Victoria Babax,Ianthocincla woodi
25613,species,giabab1,Giant Babax,Ianthocincla waddelli
25617,species,tibbab1,Tibetan Babax,Ianthocincla koslowi
25620,spuh,iantho1,Ianthocincla sp.,Ianthocincla sp.
25621,species,strlau1,Streaked Laughingthrush,Trochalopteron lineatum
25626,species,bhulau1,Bhutan Laughingthrush,Trochalopteron imbricatum
25627,species,strlau3,Striped Laughingthrush,Trochalopteron virgatum
25628,species,scalau1,Scaly Laughingthrush,Trochalopteron subunicolor
25632,species,brclau1,Brown-capped Laughingthrush,Trochalopteron austeni
25635,species,blwlau1,Blue-winged Laughingthrush,Trochalopteron squamatum
25636,species,elllau1,Elliot's Laughingthrush,Trochalopteron elliotii
25639,species,varlau1,Variegated Laughingthrush,Trochalopteron variegatum
25642,species,prhlau1,Prince Henry's Laughingthrush,Trochalopteron henrici
25643,species,blflau1,Black-faced Laughingthrush,Trochalopteron affine
25650,species,whwlau1,White-whiskered Laughingthrush,Trochalopteron morrisonianum
25651,species,chclau2,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum
25655,species,asslau1,Assam Laughingthrush,Trochalopteron chrysopterum
25661,species,sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma
25667,species,mallau1,Malayan Laughingthrush,Trochalopteron peninsulae
25668,species,gowlau1,Golden-winged Laughingthrush,Trochalopteron ngoclinhense
25669,species,collau1,Collared Laughingthrush,Trochalopteron yersini
25670,species,rewlau1,Red-winged Laughingthrush,Trochalopteron formosum
25673,species,retlau1,Red-tailed Laughingthrush,Trochalopteron milnei
25678,spuh,trocha1,Trochalopteron sp.,Trochalopteron sp.
25679,species,bkclau1,Banasura Laughingthrush,Montecincla jerdoni
25680,species,bkclau2,Nilgiri Laughingthrush,Montecincla cachinnans
25681,species,kerlau2,Palani Laughingthrush,Montecincla fairbanki
25682,species,kerlau3,Ashambu Laughingthrush,Montecincla meridionalis
25683,spuh,laughi1,laughingthrush sp.,Garrulax/Ianthocincla/Trochalopteron/Montecincla sp.
25684,species,rufsib1,Rufous Sibia,Heterophasia capistrata
25688,species,grysib1,Gray Sibia,Heterophasia gracilis
25689,species,blbsib1,Black-backed Sibia,Heterophasia melanoleuca
25692,species,blhsib1,Black-headed Sibia,Heterophasia desgodinsi
25693,issf,bkhsib1,Black-headed Sibia (Black-headed),Heterophasia desgodinsi desgodinsi/tonkinensis
25696,issf,bkhsib2,Black-headed Sibia (engelbachi/kingi),Heterophasia desgodinsi engelbachi/kingi
25699,issf,bkhsib3,Black-headed Sibia (Lang Bian),Heterophasia desgodinsi robinsoni
25700,species,whesib1,White-eared Sibia,Heterophasia auricularis
25701,species,beasib1,Beautiful Sibia,Heterophasia pulchella
25702,species,lotsib1,Long-tailed Sibia,Heterophasia picaoides
25707,species,siemes1,Silver-eared Mesia,Leiothrix argentauris
25708,issf,siemes2,Silver-eared Mesia (Silver-eared),Leiothrix argentauris [argentauris Group]
25717,issf,siemes3,Silver-eared Mesia (Sumatran),Leiothrix argentauris laurinae/rookmakeri
25720,species,reblei,Red-billed Leiothrix,Leiothrix lutea
25727,species,retmin1,Red-tailed Minla,Minla ignotincta
25732,species,rubsib1,Rufous-backed Sibia,Minla annectens
25738,species,gyccro1,Gray-crowned Crocias,Crocias langbianis
25739,species,spocro1,Spotted Crocias,Crocias albonotatus
25740,species,gyflio1,Gray-faced Liocichla,Liocichla omeiensis
25741,species,buglio1,Bugun Liocichla,Liocichla bugunorum
25742,species,stelio1,Steere's Liocichla,Liocichla steerii
25743,species,reflio2,Red-faced Liocichla,Liocichla phoenicea
25746,species,reflio3,Scarlet-faced Liocichla,Liocichla ripponi
25749,species,bkcbar1,Black-crowned Barwing,Actinodura sodangorum
25750,species,hotbar1,Hoary-throated Barwing,Actinodura nipalensis
25753,species,sttbar1,Streak-throated Barwing,Actinodura waldeni
25758,slash,y00753,Hoary-throated/Streak-throated Barwing,Actinodura nipalensis/waldeni
25759,species,strbar1,Streaked Barwing,Actinodura souliei
25762,species,taibar1,Taiwan Barwing,Actinodura morrisoniana
25763,species,rufbar1,Rusty-fronted Barwing,Actinodura egertoni
25768,species,spebar1,Spectacled Barwing,Actinodura ramsayi
25769,issf,spebar2,Spectacled Barwing (Eastern),Actinodura ramsayi radcliffei/yunnanensis
25772,issf,spebar3,Spectacled Barwing (Western),Actinodura ramsayi ramsayi
25773,species,blwmin1,Blue-winged Minla,Actinodura cyanouroptera
25782,species,chtmin1,Chestnut-tailed Minla,Actinodura strigula
25790,species,gockin,Golden-crowned Kinglet,Regulus satrapa
25797,species,ruckin,Ruby-crowned Kinglet,Regulus calendula
25801,species,goldcr1,Goldcrest,Regulus regulus
25802,issf,goldcr6,Goldcrest (European),Regulus regulus [regulus Group]
25808,issf,goldcr7,Goldcrest (western Canary Islands),Regulus regulus ellenthalerae
25809,issf,caikin1,Goldcrest (Tenerife),Regulus regulus teneriffae
25810,issf,goldcr2,Goldcrest (Sao Miguel),Regulus regulus azoricus
25811,issf,goldcr3,Goldcrest (Santa Maria),Regulus regulus sanctaemariae
25812,issf,goldcr4,Goldcrest (Western Azores),Regulus regulus inermis
25813,issf,goldcr5,Goldcrest (Asian),Regulus regulus [himalayensis Group]
25818,species,flamec1,Flamecrest,Regulus goodfellowi
25819,species,firecr3,Madeira Firecrest,Regulus madeirensis
25820,species,firecr1,Common Firecrest,Regulus ignicapilla
25823,slash,y00622,Goldcrest/Common Firecrest,Regulus regulus/ignicapilla
25824,spuh,kingle,kinglet sp.,Regulus sp.
25825,species,wallcr1,Wallcreeper,Tichodroma muraria
25828,species,chbnut2,Indian Nuthatch,Sitta castanea
25829,species,chbnut3,Chestnut-bellied Nuthatch,Sitta cinnamoventris
25834,slash,y00902,Indian/Chestnut-bellied Nuthatch,Sitta castanea/cinnamoventris
25835,species,chbnut4,Burmese Nuthatch,Sitta neglecta
25836,species,eurnut2,Eurasian Nuthatch,Sitta europaea
25837,issf,eurnut9,Eurasian Nuthatch (Western),Sitta europaea [europaea Group]
25847,issf,eurnut6,Eurasian Nuthatch (Siberian),Sitta europaea arctica
25848,issf,eurnut10,Eurasian Nuthatch (White-bellied),Sitta europaea [asiatica Group]
25855,issf,eurnut7,Eurasian Nuthatch (Buff-bellied),Sitta europaea [roseilia Group]
25861,issf,eurnut8,Eurasian Nuthatch (Chinese),Sitta europaea sinensis/formosana
25864,species,chvnut1,Chestnut-vented Nuthatch,Sitta nagaensis
25867,species,kasnut1,Kashmir Nuthatch,Sitta cashmirensis
25868,species,whtnut1,White-tailed Nuthatch,Sitta himalayensis
25869,species,whbnut1,White-browed Nuthatch,Sitta victoriae
25870,species,rebnut,Red-breasted Nuthatch,Sitta canadensis
25871,species,whcnut1,White-cheeked Nuthatch,Sitta leucopsis
25872,species,prznut1,Przevalski's Nuthatch,Sitta przewalskii
25873,species,whbnut,White-breasted Nuthatch,Sitta carolinensis
25874,issf,whbnut2,White-breasted Nuthatch (Eastern),Sitta carolinensis carolinensis
25875,issf,whbnut3,White-breasted Nuthatch (Interior West),Sitta carolinensis [lagunae Group]
25882,issf,whbnut4,White-breasted Nuthatch (Pacific),Sitta carolinensis aculeata/alexandrae
25885,species,pygnut,Pygmy Nuthatch,Sitta pygmaea
25893,species,bnhnut,Brown-headed Nuthatch,Sitta pusilla
25894,issf,bnhnut1,Brown-headed Nuthatch (Southeast),Sitta pusilla pusilla
25895,issf,bnhnut2,Brown-headed Nuthatch (Grand Bahama),Sitta pusilla insularis
25896,species,cornut1,Corsican Nuthatch,Sitta whiteheadi
25897,species,algnut1,Algerian Nuthatch,Sitta ledanti
25898,species,krunut1,Krüper's Nuthatch,Sitta krueperi
25899,species,snbnut1,Snowy-browed Nuthatch,Sitta villosa
25902,species,yunnut1,Yunnan Nuthatch,Sitta yunnanensis
25903,species,rocnut1,Western Rock Nuthatch,Sitta neumayer
25909,species,pernut1,Eastern Rock Nuthatch,Sitta tephronota
25914,slash,y00903,Western Rock/Eastern Rock Nuthatch,Sitta neumayer/tephronota
25915,species,vefnut1,Velvet-fronted Nuthatch,Sitta frontalis
25921,species,yebnut1,Yellow-billed Nuthatch,Sitta solangiae
25925,slash,y01044,Velvet-fronted/Yellow-billed Nuthatch,Sitta frontalis/solangiae
25926,species,subnut1,Sulphur-billed Nuthatch,Sitta oenochlamys
25933,species,blunut1,Blue Nuthatch,Sitta azurea
25937,species,gianut1,Giant Nuthatch,Sitta magna
25940,species,beanut1,Beautiful Nuthatch,Sitta formosa
25941,spuh,nuthat1,nuthatch sp.,Sitta sp.
25942,species,eurtre1,Eurasian Treecreeper,Certhia familiaris
25953,species,eurtre3,Hodgson's Treecreeper,Certhia hodgsoni
25957,species,sictre1,Sichuan Treecreeper,Certhia tianquanensis
25958,species,brncre,Brown Creeper,Certhia americana
25959,issf,brncre1,Brown Creeper (occidentalis Group),Certhia americana [occidentalis Group]
25965,issf,brncre5,Brown Creeper (montana/idahoensis),Certhia americana montana/idahoensis
25968,issf,brncre3,Brown Creeper (americana/nigrescens),Certhia americana americana/nigrescens
25971,issf,brncre2,Brown Creeper (albescens/alticola),Certhia americana albescens/alticola
25974,issf,brncre6,Brown Creeper (pernigra),Certhia americana pernigra
25975,issf,brncre4,Brown Creeper (extima),Certhia americana extima
25976,species,shttre1,Short-toed Treecreeper,Certhia brachydactyla
25982,slash,y00640,Eurasian/Short-toed Treecreeper,Certhia familiaris/brachydactyla
25983,species,battre1,Bar-tailed Treecreeper,Certhia himalayana
25988,species,ruftre4,Rusty-flanked Treecreeper,Certhia nipalensis
25989,species,bnttre1,Sikkim Treecreeper,Certhia discolor
25990,species,bnttre2,Hume's Treecreeper,Certhia manipurensis
25995,spuh,certhi1,treecreeper sp.,Certhia sp.
25996,species,spocre2,African Spotted Creeper,Salpornis salvadori
26001,species,spocre3,Indian Spotted Creeper,Salpornis spilonota
26002,species,colgna1,Collared Gnatwren,Microbates collaris
26006,species,tafgna1,Tawny-faced Gnatwren,Microbates cinereiventris
26011,species,lobgna5,Long-billed Gnatwren,Ramphocaenus melanurus
26012,issf,lobgna3,Long-billed Gnatwren (rufiventris Group),Ramphocaenus melanurus [rufiventris Group]
26017,issf,lobgna2,Long-billed Gnatwren (Long-billed),Ramphocaenus melanurus [melanurus Group]
26026,species,lobgna4,Chattering Gnatwren,Ramphocaenus sticturus
26029,slash,lobgna1,Long-billed/Chattering Gnatwren,Ramphocaenus melanurus/sticturus
26030,species,buggna,Blue-gray Gnatcatcher,Polioptila caerulea
26031,issf,buggna1,Blue-gray Gnatcatcher (caerulea),Polioptila caerulea caerulea
26032,issf,buggna2,Blue-gray Gnatcatcher (obscura Group),Polioptila caerulea [obscura Group]
26039,issf,buggna3,Blue-gray Gnatcatcher (Cozumel),Polioptila caerulea cozumelae
26040,species,cubgna1,Cuban Gnatcatcher,Polioptila lembeyei
26041,species,calgna,California Gnatcatcher,Polioptila californica
26045,species,bktgna,Black-tailed Gnatcatcher,Polioptila melanura
26049,species,bkcgna,Black-capped Gnatcatcher,Polioptila nigriceps
26052,hybrid,x00643,Black-tailed x Black-capped Gnatcatcher (hybrid),Polioptila melanura x nigriceps
26053,species,whlgna2,White-lored Gnatcatcher,Polioptila albiloris
26056,species,whlgna3,Yucatan Gnatcatcher,Polioptila albiventris
26057,species,trogna1,Tropical Gnatcatcher,Polioptila plumbea
26058,issf,trogna2,Tropical Gnatcatcher (White-browed),Polioptila plumbea [bilineata Group]
26064,issf,trogna3,Tropical Gnatcatcher (Marañon),Polioptila plumbea maior
26065,issf,trogna9,Tropical Gnatcatcher (plumbiceps/anteocularis),Polioptila plumbea plumbiceps/anteocularis
26068,issf,trogna6,Tropical Gnatcatcher (innotata),Polioptila plumbea innotata
26069,issf,trogna8,Tropical Gnatcatcher (plumbea),Polioptila plumbea plumbea
26070,issf,trogna7,Tropical Gnatcatcher (parvirostris),Polioptila plumbea parvirostris
26071,issf,trogna5,Tropical Gnatcatcher (atricapilla),Polioptila plumbea atricapilla
26072,species,crbgna1,Creamy-bellied Gnatcatcher,Polioptila lactea
26073,species,guigna3,Guianan Gnatcatcher,Polioptila guianensis
26074,species,sltgna1,Slate-throated Gnatcatcher,Polioptila schistaceigula
26075,species,iqugna1,Iquitos Gnatcatcher,Polioptila clementsi
26076,species,inagna1,Inambari Gnatcatcher,Polioptila attenboroughi
26077,species,guigna2,Rio Negro Gnatcatcher,Polioptila facilis
26078,slash,y01156,Guianan/Rio Negro Gnatcatcher,Polioptila guianensis/facilis
26079,species,guigna4,Klage's Gnatcatcher,Polioptila paraensis
26080,slash,y01157,Inambari/Klage's Gnatcatcher,Polioptila attenboroughi/paraensis
26081,species,masgna1,Masked Gnatcatcher,Polioptila dumicola
26085,spuh,gnatca1,gnatcatcher sp.,Polioptila sp.
26086,species,rocwre,Rock Wren,Salpinctes obsoletus
26087,issf,rocwre1,Rock Wren (Northern),Salpinctes obsoletus [obsoletus Group]
26093,issf,rocwre2,Rock Wren (Central American),Salpinctes obsoletus [guttatus Group]
26097,species,nigwre1,Nightingale Wren,Microcerculus philomela
26098,species,scbwre1,Scaly-breasted Wren,Microcerculus marginatus
26099,issf,scbwre2,Scaly-breasted Wren (Whistling),Microcerculus marginatus luscinia
26100,issf,scbwre3,Scaly-breasted Wren (Scaly),Microcerculus marginatus taeniatus/occidentalis
26103,issf,scbwre4,Scaly-breasted Wren (Southern),Microcerculus marginatus [marginatus Group]
26107,species,fluwre1,Flutist Wren,Microcerculus ustulatus
26112,species,wibwre1,Wing-banded Wren,Microcerculus bambla
26116,species,gymwre1,Gray-mantled Wren,Odontorchilus branickii
26119,species,tobwre1,Tooth-billed Wren,Odontorchilus cinereus
26120,species,canwre,Canyon Wren,Catherpes mexicanus
26124,species,sumwre1,Sumichrast's Wren,Hylorchilus sumichrasti
26125,species,navwre1,Nava's Wren,Hylorchilus navai
26126,species,zapwre1,Zapata Wren,Ferminia cerverai
26127,species,houwre,House Wren,Troglodytes aedon
26128,issf,houwre1,House Wren (Northern),Troglodytes aedon [aedon Group]
26132,issf,houwre6,House Wren (Dominica),Troglodytes aedon rufescens
26133,issf,houwre7,House Wren (Martinique),Troglodytes aedon martinicensis
26134,issf,houwre8,House Wren (St. Lucia),Troglodytes aedon mesoleucus
26135,issf,houwre9,House Wren (Guadeloupe),Troglodytes aedon guadeloupensis
26136,issf,houwre10,House Wren (St. Vincent),Troglodytes aedon musicus
26137,issf,houwre11,House Wren (Grenada),Troglodytes aedon grenadensis
26138,issf,houwre3,House Wren (Cozumel I.),Troglodytes aedon beani
26139,issf,bntwre1,House Wren (Brown-throated),Troglodytes aedon [brunneicollis Group]
26144,issf,houwre4,House Wren (Southern),Troglodytes aedon [musculus Group]
26163,species,houwre5,Cobb's Wren,Troglodytes cobbi
26164,species,socwre2,Socorro Wren,Troglodytes sissonii
26165,species,clawre1,Clarion Wren,Troglodytes tanneri
26166,species,rubwre2,Rufous-browed Wren,Troglodytes rufociliatus
26171,species,ochwre1,Ochraceous Wren,Troglodytes ochraceus
26175,species,mouwre1,Mountain Wren,Troglodytes solstitialis
26181,species,samwre1,Santa Marta Wren,Troglodytes monticola
26182,species,tepwre1,Tepui Wren,Troglodytes rufulus
26188,species,winwre4,Eurasian Wren,Troglodytes troglodytes
26189,issf,eurwre1,Eurasian Wren (Iceland),Troglodytes troglodytes islandicus
26190,issf,eurwre2,Eurasian Wren (Faeroe),Troglodytes troglodytes borealis
26191,issf,eurwre3,Eurasian Wren (Shetland),Troglodytes troglodytes zetlandicus
26192,issf,eurwre4,Eurasian Wren (Hebridean),Troglodytes troglodytes hebridensis
26193,issf,eurwre5,Eurasian Wren (Fair Isle),Troglodytes troglodytes fridariensis
26194,issf,eurwre6,Eurasian Wren (St. Kilda),Troglodytes troglodytes hirtensis
26195,issf,eurwre7,Eurasian Wren (British),Troglodytes troglodytes indigenus
26196,issf,eurwre8,Eurasian Wren (Eurasian),Troglodytes troglodytes [troglodytes Group]
26218,species,pacwre1,Pacific Wren,Troglodytes pacificus
26219,issf,winwre1,Pacific Wren (alascensis Group),Troglodytes pacificus [alascensis Group]
26228,issf,winwre2,Pacific Wren (pacificus Group),Troglodytes pacificus [pacificus Group]
26234,species,winwre3,Winter Wren,Troglodytes hiemalis
26237,slash,winwre,Pacific/Winter Wren,Troglodytes pacificus/hiemalis
26238,species,timwre1,Timberline Wren,Thryorchilus browni
26242,species,sedwre,Sedge Wren,Cistothorus platensis
26243,issf,sedwre1,Sedge Wren (Sedge),Cistothorus platensis stellaris
26244,issf,sedwre2,Sedge Wren (Grass),Cistothorus platensis [elegans Group]
26253,issf,sedwre6,Sedge Wren (Venezuelan),Cistothorus platensis alticola
26254,issf,sedwre7,Sedge Wren (Paramo),Cistothorus platensis aequatorialis
26255,issf,sedwre8,Sedge Wren (Junin),Cistothorus platensis graminicola
26256,issf,sedwre9,Sedge Wren (Puna),Cistothorus platensis minimus
26257,issf,sedwre10,Sedge Wren (Tucuman),Cistothorus platensis tucumanus
26258,issf,sedwre11,Sedge Wren (Pampas),Cistothorus platensis platensis/polyglottus
26261,issf,sedwre12,Sedge Wren (Austral),Cistothorus platensis hornensis/falklandicus
26264,species,merwre1,Merida Wren,Cistothorus meridae
26265,species,apowre1,Apolinar's Wren,Cistothorus apolinari
26268,species,marwre,Marsh Wren,Cistothorus palustris
26269,issf,marwre1,Marsh Wren (paludicola Group),Cistothorus palustris [paludicola Group]
26274,issf,marwre2,Marsh Wren (plesius Group),Cistothorus palustris [plesius Group]
26278,issf,marwre3,Marsh Wren (palustris Group),Cistothorus palustris [palustris Group]
26284,issf,marwre5,Marsh Wren (griseus),Cistothorus palustris griseus
26285,issf,marwre4,Marsh Wren (tolucensis),Cistothorus palustris tolucensis
26286,slash,y00328,Sedge/Marsh Wren,Cistothorus platensis/palustris
26287,species,carwre,Carolina Wren,Thryothorus ludovicianus
26288,issf,carwre1,Carolina Wren (Northern),Thryothorus ludovicianus [ludovicianus Group]
26293,issf,y00487,Carolina Wren (Northeast Mexico/South Texas),Thryothorus ludovicianus [berlandieri Group]
26297,issf,carwre2,Carolina Wren (White-browed),Thryothorus ludovicianus albinucha/subfulvus
26300,species,bewwre,Bewick's Wren,Thryomanes bewickii
26301,issf,bewwre3,Bewick's Wren (bewickii),Thryomanes bewickii bewickii
26302,issf,bewwre2,Bewick's Wren (mexicanus Group),Thryomanes bewickii [mexicanus Group]
26308,issf,bewwre1,Bewick's Wren (spilurus Group),Thryomanes bewickii [spilurus Group]
